Hurricanes,Year,COUNTY_x,Lat,Lon,Landfall_pop/sq mile,Pathway Town,Pathway_Latitude,Pathway_Longitude,Pathway Town Population Densities ,Fatalities,Max Wind Speed_mph,Pressure_MB,Storm Surge_ft,Precip_total_in,Mapped_COUNTY,STATE,STATEABBRV,Latitude,Longitude,STATEFIPS,COUNTY_y,COUNTYTYPE,COUNTYFIPS,STCOFIPS,NRI_ID,POPULATION,BUILDVALUE,AGRIVALUE,AREA,RISK_VALUE,RISK_SCORE,RISK_RATNG,RISK_SPCTL,EAL_SCORE,EAL_RATNG,EAL_SPCTL,EAL_VALT,EAL_VALB,EAL_VALP,EAL_VALPE,EAL_VALA,ALR_VALB,ALR_VALP,ALR_VALA,ALR_NPCTL,ALR_VRA_NPCTL,SOVI_SCORE,SOVI_RATNG,SOVI_SPCTL,RESL_SCORE,RESL_RATNG,RESL_SPCTL,RESL_VALUE,CRF_VALUE,HRCN_EVNTS,HRCN_AFREQ,HRCN_EXPB,HRCN_EXPP,HRCN_EXPPE,HRCN_EXPA,HRCN_EXPT,HRCN_EXP_AREA,HRCN_HLRB,HRCN_HLRP,HRCN_HLRA,HRCN_HLRR,HRCN_EALB,HRCN_EALP,HRCN_EALPE,HRCN_EALA,HRCN_EALT,HRCN_EALS,HRCN_EALR,HRCN_ALRB,HRCN_ALRP,HRCN_ALRA,HRCN_ALR_NPCTL,HRCN_RISKV,HRCN_RISKS,HRCN_RISKR,Population Density,Fatality Rate,Damage Index,Preparedness,Emergency Preparedness,Preparedness_Score,Emergency_Preparedness
Galveston ,1926,galveston,29.2997754,-94.7900542,950," Houston, TX ",29.7600771,-95.3701108,650,38,125,955,10,9,galveston,Texas,TX,29.3013479,-94.7976958,48,galveston,County,167,48167,C48167,350477,56746977585,10592645,882.7094952,553807380.9,99.52274897,Relatively High,99.60629921,99.53574745,Very High,99.60629921,496002488.1,462634875.4,2.861292812,33190996.62,176616.1088,0.008152591,8.16E-06,0.016673466,99.6904983,99.36366529,73.51999664,Relatively High,0.460629921,90.36000061,Very High,0.996062992,2.76761198,1.116541538,43,0.270302987,56746143140,350468.7538,4.07E+12,10576824.23,4.12E+12,415.1159619,0.00979943,9.48E-06,0.016903177,Relatively High,123172087,0.732377496,8495578.952,38105.23393,131705771.2,98.40034587,Relatively High,0.002170549,2.09E-06,0.003597329,91.74232598,143940042.8,98.34006281,Relatively High,397.0468222,0.000108424,64287263.13,42.7667731,Moderate,43,1
Tampa Bay ,1921,tampa,27.9498901,-82.4602554,850," St. Petersburg, FL ",27.7671271,-82.6384451,320,93,115,960,11,8,hillsborough,New Hampshire,NH,43.1148529,-71.8948994,33,hillsborough,County,11,33011,C33011,422867,77867007133,21535716,901.4896277,37905329.77,88.57779192,Relatively Moderate,100,90.18879604,Relatively Moderate,100,39575200.74,30510408.11,0.72679775,8430853.9,633938.7293,0.000391827,1.72E-06,0.029436622,23.55307954,18.77187401,25.43000031,Relatively Low,0.7,77.75,Relatively High,0.6,2.702814102,0.957805117,23,0.116432957,77862683097,422824.5508,4.90E+12,21535716,4.98E+12,901.4896277,0.002027199,9.39E-07,0.040364482,Relatively Moderate,20802818.67,0.052323307,606950.3598,113614.3821,21523383.41,91.82879377,Relatively Moderate,0.000267158,1.24E-07,0.005275626,76.6536965,20699098.26,91.38627187,Relatively Moderate,469.0758352,0.000219927,86375932.39,50.75818961,Moderate,51,1
Corpus Christi ,1919,corpus christi,27.8004737,-97.3910327,850," Rockport, TX ",28.0205733,-97.0544341,200,284,140,931,16,14,nueces,Texas,TX,27.7693351,-97.4814163,48,nueces,County,355,48355,C48355,352623,55851921907,184683069,1177.209425,191757090.6,97.55011136,Relatively High,95.27559055,97.15258434,Relatively High,95.27559055,152168373.1,114924209.8,2.992877566,34717379.77,2526783.612,0.002057659,8.49E-06,0.013681729,87.12472919,88.76869233,92.33000183,Very High,0.799212598,76.69999695,Relatively High,0.984251969,2.699934959,1.2601639,28,0.162568258,55843577860,352531.6122,4.09E+12,181731313.1,4.15E+12,1004.714553,0.012215502,9.48E-06,0.046023685,Very High,105255695.8,0.516461272,5990950.76,1182830.994,112429477.5,98.05447471,Relatively High,0.001884549,1.46E-06,0.006404653,90.22913965,143169352.9,98.29519964,Relatively High,299.5414346,0.000805393,47444338.04,37.24047547,Low,37,0
Key West ,1919,key west,24.5499901,-81.7800505,750," Havana, Cuba ",38.7945952,-106.5348379,1300,772,125,945,12,13,key west,Florida,FL,24.5499901,-81.7800505,12,Monroe,County,87,12087,C12087,82390,18080802414,4513371,5342.964716,122306359.2,95.92745784,Relatively High,65.67164179,95.45032498,Relatively High,61.19402985,97291381.49,89963435.21,0.622769916,7224131.029,103815.2522,0.004975633,7.56E-06,0.02300171,97.64778706,98.95004773,69.86000061,Relatively High,0.402985075,27.87999916,Relatively Low,0.492537313,2.509329081,1.257114015,95,0.645426975,18079139392,82382.03022,9.56E+11,4513371,9.74E+11,1189.536277,0.018944604,9.48E-06,0.068037577,Very High,89520737.68,0.205706573,2386196.245,87936.78055,91994870.71,97.62213575,Relatively High,0.004951148,2.50E-06,0.019483614,98.53004756,115539473.6,97.9362943,Relatively High,15.42027776,0.009370069,3384039.269,22.64024673,Low,23,0
Morgan City ,1918,morgan city,29.6998407,-91.2101609,800," Houma, LA ",29.5957696,-90.7195348,350,34,120,960,8,10,st. mary,Louisiana,LA,29.502976,-91.443469,22,st. mary,Parish,101,22101,C22101,49313,11723483315,51762820,1131.02771,92508360.24,94.71842189,Relatively Moderate,84.375,93.90281647,Relatively Moderate,82.8125,70324538.44,58353898.22,0.901883062,10461843.52,1508796.702,0.004977522,1.83E-05,0.029148271,99.50479728,100,86.37999725,Very High,0.703125,78.12999725,Relatively High,0.765625,2.70384407,1.315449234,41,0.351928357,11723483303,49312.99941,5.72E+11,51721663.64,5.84E+11,689.540376,0.018944604,9.48E-06,0.068037577,Very High,51428336.82,0.108559021,1259284.649,774832.4412,53462453.91,96.15218331,Relatively High,0.00438678,2.20E-06,0.014968899,97.53566796,70339248.92,96.72498878,Relatively High,43.60016962,0.000689473,10365336.95,37.39039008,Low,37,0
New Orleans ,1917,new orleans,29.9499831,-90.0700911,950," Baton Rouge, LA ",30.4514677,-91.1871466,700,18,115,970,7,8,orleans,Louisiana,LA,29.9508941,-90.0758356,22,orleans,Parish,71,22071,C22071,383606,58148869846,233932,353.3779692,160337596.5,96.97741012,Relatively High,93.75,96.93593315,Relatively High,92.1875,145193891,126561899.2,1.605621332,18625207.45,6784.375524,0.002176515,4.19E-06,0.029001486,84.98916744,85.077951,83.29000092,Very High,0.59375,99.40000153,Very High,0.96875,2.908354998,1.104299881,34,0.266190086,58134026493,383487.1875,4.45E+12,233932,4.51E+12,212.433338,0.007857425,9.48E-06,0.014778741,Relatively High,122459629.1,0.968042284,11229290.49,885.3058845,133689804.9,98.48681366,Relatively High,0.002105967,2.52E-06,0.003784458,91.52615651,147349034.5,98.42978914,Relatively High,1085.540224,4.69E-05,164551485.7,45.28102018,Moderate,45,1
Galveston ,1915,galveston,29.2997754,-94.7900542,900," Houston, TX ",29.7600771,-95.3701108,325,275,135,939,18,15,galveston,Texas,TX,29.3013479,-94.7976958,48,galveston,County,167,48167,C48167,350477,56746977585,10592645,882.7094952,553807380.9,99.52274897,Relatively High,99.60629921,99.53574745,Very High,99.60629921,496002488.1,462634875.4,2.861292812,33190996.62,176616.1088,0.008152591,8.16E-06,0.016673466,99.6904983,99.36366529,73.51999664,Relatively High,0.460629921,90.36000061,Very High,0.996062992,2.76761198,1.116541538,43,0.270302987,56746143140,350468.7538,4.07E+12,10576824.23,4.12E+12,415.1159619,0.00979943,9.48E-06,0.016903177,Relatively High,123172087,0.732377496,8495578.952,38105.23393,131705771.2,98.40034587,Relatively High,0.002170549,2.09E-06,0.003597329,91.74232598,143940042.8,98.34006281,Relatively High,397.0468222,0.000784645,64287263.13,42.7667731,Moderate,43,1
Louisiana ,1915,morgan city,29.6998407,-91.2101609,850," Lafayette, LA ",30.2240897,-92.0198427,650,70,125,948,11,10,st. mary,Louisiana,LA,29.502976,-91.443469,22,st. mary,Parish,101,22101,C22101,49313,11723483315,51762820,1131.02771,92508360.24,94.71842189,Relatively Moderate,84.375,93.90281647,Relatively Moderate,82.8125,70324538.44,58353898.22,0.901883062,10461843.52,1508796.702,0.004977522,1.83E-05,0.029148271,99.50479728,100,86.37999725,Very High,0.703125,78.12999725,Relatively High,0.765625,2.70384407,1.315449234,41,0.351928357,11723483303,49312.99941,5.72E+11,51721663.64,5.84E+11,689.540376,0.018944604,9.48E-06,0.068037577,Very High,51428336.82,0.108559021,1259284.649,774832.4412,53462453.91,96.15218331,Relatively High,0.00438678,2.20E-06,0.014968899,97.53566796,70339248.92,96.72498878,Relatively High,43.60016962,0.001419504,10365336.95,37.39039008,Low,37,0
Cuba-Florida ,1906,grand isle,29.2600495,-89.9602287,750," Houma, LA ",29.5957696,-90.7195348,320,353,120,958,12,9,grand isle,Louisiana,LA,29.2600495,-89.9602287,22,Jefferson,Parish,51,22051,C22051,440590,65296605304,782452,648.5184307,239379160.1,98.15462934,Relatively High,98.4375,98.39059115,Relatively High,98.4375,209453160.2,183707829.9,2.217796979,25726444.96,18885.29015,0.002813436,5.03E-06,0.024136037,89.13649025,90.00954502,79.84999847,Relatively High,0.46875,96.05000305,Very High,0.9375,2.815232038,1.142876813,49,0.353143298,65292645913,440557.3237,5.11E+12,782452,5.18E+12,382.7183496,0.00979943,9.48E-06,0.016903177,Relatively High,171444211.4,1.115617101,12941158.37,3741.717241,184389111.5,99.0488543,Relatively High,0.002625622,2.53E-06,0.004782041,93.29874622,209177918.9,98.96814715,Relatively High,679.3793039,0.000801198,100685812.8,44.86259851,Moderate,45,1
Brazoria ,1909,brazoria,29.0398634,-95.5697067,700," Galveston, TX ",29.3013479,-94.7976958,400,26,115,962,10,7,brazoria,Texas,TX,29.0444147,-95.5691126,48,brazoria,County,39,48039,C48039,371474,57514822174,91232428,1624.910006,375730913.5,99.1091314,Relatively High,98.42519685,99.10244506,Relatively High,98.42519685,319685120.7,268020433.6,4.392998559,50958783.28,705903.8894,0.004660024,1.18E-05,0.007737423,97.21448468,98.47279669,61.74000168,Relatively High,0.299212598,71.70999908,Relatively High,0.964566929,2.680048943,1.175315613,43,0.225877715,57513559378,371464.6998,4.31E+12,91009491.54,4.37E+12,1463.574119,0.00979943,9.48E-06,0.016903177,Relatively High,124760846.3,0.776484779,9007223.435,323625.218,134091695,98.53004756,Relatively High,0.002169195,2.09E-06,0.003547261,91.65585819,152462199.1,98.51951548,Relatively High,228.6120454,7.00E-05,35395696.97,38.45335457,Low,38,0
Florida_Keys ,1909,key west,24.5499901,-81.7800505,850," Marathon, FL ",24.726026,-81.0446262,650,10,105,970,8,6,key west,Florida,LA,24.5499901,-81.7800505,12,Monroe,County,87,12087,C12087,82390,18080802414,4513371,5342.964716,122306359.2,95.92745784,Relatively High,65.67164179,95.45032498,Relatively High,61.19402985,97291381.49,89963435.21,0.622769916,7224131.029,103815.2522,0.004975633,7.56E-06,0.02300171,97.64778706,98.95004773,69.86000061,Relatively High,0.402985075,27.87999916,Relatively Low,0.492537313,2.509329081,1.257114015,95,0.645426975,18079139392,82382.03022,9.56E+11,4513371,9.74E+11,1189.536277,0.018944604,9.48E-06,0.068037577,Very High,89520737.68,0.205706573,2386196.245,87936.78055,91994870.71,97.62213575,Relatively High,0.004951148,2.50E-06,0.019483614,98.53004756,115539473.6,97.9362943,Relatively High,15.42027776,0.000121374,3384039.269,22.64024673,Low,23,0
Galveston ,1900,galveston,29.2997754,-94.7900542,950," Houston, TX ",29.7600771,-95.3701108,900,6000,145,936,15,10,galveston,Texas,TX,29.3013479,-94.7976958,48,galveston,County,167,48167,C48167,350477,56746977585,10592645,882.7094952,553807380.9,99.52274897,Relatively High,99.60629921,99.53574745,Very High,99.60629921,496002488.1,462634875.4,2.861292812,33190996.62,176616.1088,0.008152591,8.16E-06,0.016673466,99.6904983,99.36366529,73.51999664,Relatively High,0.460629921,90.36000061,Very High,0.996062992,2.76761198,1.116541538,43,0.270302987,56746143140,350468.7538,4.07E+12,10576824.23,4.12E+12,415.1159619,0.00979943,9.48E-06,0.016903177,Relatively High,123172087,0.732377496,8495578.952,38105.23393,131705771.2,98.40034587,Relatively High,0.002170549,2.09E-06,0.003597329,91.74232598,143940042.8,98.34006281,Relatively High,397.0468222,0.017119526,64287263.13,42.7667731,Moderate,43,1
Key_West ,1899,key west,24.5499901,-81.7800505,850," Marathon, FL ",24.726026,-81.0446262,600,334,120,945,12,12,key west,Florida,LA,24.5499901,-81.7800505,12,Monroe,County,87,12087,C12087,82390,18080802414,4513371,5342.964716,122306359.2,95.92745784,Relatively High,65.67164179,95.45032498,Relatively High,61.19402985,97291381.49,89963435.21,0.622769916,7224131.029,103815.2522,0.004975633,7.56E-06,0.02300171,97.64778706,98.95004773,69.86000061,Relatively High,0.402985075,27.87999916,Relatively Low,0.492537313,2.509329081,1.257114015,95,0.645426975,18079139392,82382.03022,9.56E+11,4513371,9.74E+11,1189.536277,0.018944604,9.48E-06,0.068037577,Very High,89520737.68,0.205706573,2386196.245,87936.78055,91994870.71,97.62213575,Relatively High,0.004951148,2.50E-06,0.019483614,98.53004756,115539473.6,97.9362943,Relatively High,15.42027776,0.00405389,3384039.269,22.64024673,Low,23,0
Georgia ,1898,savannah,32.0799241,-81.1001371,800," Brunswick, GA ",31.1510919,-81.4878157,650,179,115,950,9,9,savannah,Georgia,GA,32.0799241,-81.1001371,13,Chatham,County,51,13051,C13051,293520,56341879834,14020809,636.3339797,308433246.7,98.6636971,Relatively High,100,98.73104302,Relatively High,100,271581424.2,252183930.4,1.643602831,19065792.84,331701.0093,0.004475959,5.60E-06,0.023657765,95.07892293,97.1364938,83.23000336,Very High,0.566037736,90.76999664,Very High,1,2.771172047,1.135693457,59,0.39092803,56341380786,293518.1254,3.40E+12,14020809,3.46E+12,465.3456482,0.012215502,9.48E-06,0.046023685,Very High,237202624.7,0.958255529,11115764.14,221976.4823,248540365.4,99.48119326,Very High,0.004210059,3.26E-06,0.015831931,96.97362732,282762801,99.46164199,Very High,461.2672109,0.000609839,88541366.06,42.06164415,Moderate,42,1
Cedar_Key ,1896,cedar key,29.1390421,-83.0307764,750," Tampa, FL ",27.9516896,-82.4587527,900,70,130,942,14,13,cedar key,Florida,FL,29.1390421,-83.0307764,12,Levy,County,75,12075,C12075,42750,4701758795,150255923,1607.016636,24650515.57,83.26439707,Relatively Moderate,32.8358209,78.76818323,Relatively Low,31.34328358,16883683.68,13358394.72,0.149474163,1733900.297,1791388.669,0.002841148,3.50E-06,0.01192225,87.92943361,92.07763283,77.40000153,Relatively High,0.552238806,8.399999619,Very Low,0.164179104,2.403367996,1.460019983,51,0.262457999,4701758741,42749.99935,4.96E+11,150193233.8,5.01E+11,1162.836702,0.009546776,2.30E-06,0.044816334,Relatively High,10850147.14,0.023688053,274781.4168,1624756.263,12749684.82,87.37570255,Relatively Moderate,0.002307678,5.54E-07,0.010813259,92.43406831,18690913.17,90.75818753,Relatively Moderate,26.60208926,0.001637427,2925768.589,21.0237243,Low,21,0
South Carolina ,1894,charleston,32.7802266,-79.9300012,700," Myrtle Beach, SC ",33.6954218,-78.8802094,300,34,110,960,10,8,charleston,South Carolina,SC,32.7833163,-79.9319664,45,charleston,County,19,45019,C45019,407722,85995597414,25671902,1371.697942,491072483.6,99.45911549,Relatively High,100,99.50479728,Very High,100,477153555.7,415756369.9,5.223048609,60587363.86,809821.883,0.004834624,1.28E-05,0.031545068,98.48344166,98.21826281,45.18999863,Relatively Moderate,0.043478261,92.70999908,Very High,1,2.786784887,1.029170752,61,0.361551203,85988400872,407699.2764,4.73E+12,25671902,4.82E+12,975.3305859,0.012215502,9.48E-06,0.046023685,Very High,343185404,1.261975433,14638915.02,384557.3366,358208876.3,99.69736273,Very High,0.003990732,3.10E-06,0.014979698,95.15780372,360703043.6,99.64109466,Very High,297.2389092,8.34E-05,62692809.24,48.5723949,Moderate,49,1
Cheniere_Caminada ,1893,cheniere caminada,29.45,-90.26,650," Houma, LA ",29.5957696,-90.7195348,450,1000,140,934,20,15,cheniere caminada,Louisiana,LA,29.45,-90.26,22,Jefferson,Parish,51,22051,C22051,440590,65296605304,782452,648.5184307,239379160.1,98.15462934,Relatively High,98.4375,98.39059115,Relatively High,98.4375,209453160.2,183707829.9,2.217796979,25726444.96,18885.29015,0.002813436,5.03E-06,0.024136037,89.13649025,90.00954502,79.84999847,Relatively High,0.46875,96.05000305,Very High,0.9375,2.815232038,1.142876813,49,0.353143298,65292645913,440557.3237,5.11E+12,782452,5.18E+12,382.7183496,0.00979943,9.48E-06,0.016903177,Relatively High,171444211.4,1.115617101,12941158.37,3741.717241,184389111.5,99.0488543,Relatively High,0.002625622,2.53E-06,0.004782041,93.29874622,209177918.9,98.96814715,Relatively High,679.3793039,0.002269684,100685812.8,44.86259851,Moderate,45,1
Sea_Islands ,1893,sea islands,31.21,-81.39,600," Savannah, GA ",32.0808989,-81.091203,800,1000,130,939,18,14,sea islands,Georgia,GA,31.21,-81.39,13,Glynn,County,127,13127,C13127,84424,16154990642,358107,591.2237553,48563782.3,90.80496341,Relatively Moderate,96.85534591,90.71494893,Relatively Moderate,96.85534591,42708660.9,39661830.94,0.262138633,3040808.142,6021.814423,0.002455082,3.11E-06,0.016815685,89.72454348,89.81864461,75.48999786,Relatively High,0.446540881,83.98999786,Very High,0.993710692,2.732029915,1.137094474,55,0.376939853,16154831580,84424,9.79E+11,358107,9.95E+11,440.19479,0.006134897,2.30E-06,0.04539033,Relatively High,33808713.1,0.066077657,766500.8216,5429.816633,34580643.74,94.89840035,Relatively Moderate,0.002092772,7.83E-07,0.015162554,90.83441418,40147907,95.06505159,Relatively Moderate,142.7953448,0.011844973,27324664.3,42.67092735,Moderate,43,1
Louisiana ,1893,morgan city,29.6998407,-91.2101609,700," New Orleans, LA ",29.9508941,-90.0758356,900,1100,125,941,14,13,st. mary,Louisiana,LA,29.502976,-91.443469,22,st. mary,Parish,101,22101,C22101,49313,11723483315,51762820,1131.02771,92508360.24,94.71842189,Relatively Moderate,84.375,93.90281647,Relatively Moderate,82.8125,70324538.44,58353898.22,0.901883062,10461843.52,1508796.702,0.004977522,1.83E-05,0.029148271,99.50479728,100,86.37999725,Very High,0.703125,78.12999725,Relatively High,0.765625,2.70384407,1.315449234,41,0.351928357,11723483303,49312.99941,5.72E+11,51721663.64,5.84E+11,689.540376,0.018944604,9.48E-06,0.068037577,Very High,51428336.82,0.108559021,1259284.649,774832.4412,53462453.91,96.15218331,Relatively High,0.00438678,2.20E-06,0.014968899,97.53566796,70339248.92,96.72498878,Relatively High,43.60016962,0.022306491,10365336.95,37.39039008,Low,37,0
Key_West ,1888,key west,24.5499901,-81.7800505,700," Marathon, FL ",24.726026,-81.0446262,210,130,115,960,10,9,key west,Florida,FL,24.5499901,-81.7800505,12,Monroe,County,87,12087,C12087,82390,18080802414,4513371,5342.964716,122306359.2,95.92745784,Relatively High,65.67164179,95.45032498,Relatively High,61.19402985,97291381.49,89963435.21,0.622769916,7224131.029,103815.2522,0.004975633,7.56E-06,0.02300171,97.64778706,98.95004773,69.86000061,Relatively High,0.402985075,27.87999916,Relatively Low,0.492537313,2.509329081,1.257114015,95,0.645426975,18079139392,82382.03022,9.56E+11,4513371,9.74E+11,1189.536277,0.018944604,9.48E-06,0.068037577,Very High,89520737.68,0.205706573,2386196.245,87936.78055,91994870.71,97.62213575,Relatively High,0.004951148,2.50E-06,0.019483614,98.53004756,115539473.6,97.9362943,Relatively High,15.42027776,0.001577861,3384039.269,22.64024673,Low,23,0
Indianola ,1886,indianola,28.529888,-96.5190078,650," Victoria, TX ",28.8052674,-97.0035982,750,150,140,933,20,15,indianola,Texas,TX,28.529888,-96.5190078,48,Calhoun,County,57,48057,C48057,20057,4802417498,36862885,1043.090792,27170284.65,85.14158447,Relatively Moderate,82.67716535,81.83225008,Relatively Low,81.1023622,20823944.94,18321744.54,0.167305465,1940743.395,561457.0113,0.003815109,8.34E-06,0.015230957,95.1098731,97.90009545,73.93000031,Relatively High,0.464566929,75.43000031,Relatively High,0.976377953,2.695156097,1.304761644,27,0.212617397,4802347733,20056.16024,2.33E+11,36639580.81,2.37E+11,715.2360535,0.018944604,9.48E-06,0.068037577,Very High,14735654.33,0.030363496,352216.5547,396550.2773,15484421.16,89.10505837,Relatively Moderate,0.003068383,1.51E-06,0.01075744,94.03372244,20419763.8,91.3414087,Relatively Moderate,19.22843165,0.007478686,4604026.356,42.38292358,Moderate,42,1
Sabine_Pass ,1886,sabine pass,29.73,-93.87,600," Port Arthur, TX ",29.8849504,-93.939947,900,195,130,940,18,14,sabine pass,Texas,TX,29.73,-93.87,48,Jefferson,County,245,48245,C48245,256386,38549011535,37069602,1123.884021,214980067.8,97.74101177,Relatively High,95.66929134,97.4001857,Relatively High,95.66929134,161609904.6,134200263.1,2.29663027,26640911.13,768730.3757,0.003481289,8.96E-06,0.020737487,93.3457134,96.88195991,95.54000092,Very High,0.874015748,68.01000214,Relatively High,0.956692913,2.666325092,1.33024067,38,0.174485223,38547935339,256376.347,2.97E+12,36765629.09,3.01E+12,997.727688,0.012215502,9.48E-06,0.046023685,Very High,77780295.43,0.399704642,4636573.85,289167.1947,82706036.48,97.31949849,Relatively High,0.002017699,1.56E-06,0.007800655,90.79118029,108012897.7,97.71197847,Relatively High,228.1249624,0.000760572,34299812.81,32.97566079,Low,33,0
Charleston ,1885,charleston,32.7802266,-79.9300012,550," Myrtle Beach, SC ",33.6954218,-78.8802094,600,35,110,950,12,10,charleston,South Carolina,SC,32.7833163,-79.9319664,45,charleston,County,19,45019,C45019,407722,85995597414,25671902,1371.697942,491072483.6,99.45911549,Relatively High,100,99.50479728,Very High,100,477153555.7,415756369.9,5.223048609,60587363.86,809821.883,0.004834624,1.28E-05,0.031545068,98.48344166,98.21826281,45.18999863,Relatively Moderate,0.043478261,92.70999908,Very High,1,2.786784887,1.029170752,61,0.361551203,85988400872,407699.2764,4.73E+12,25671902,4.82E+12,975.3305859,0.012215502,9.48E-06,0.046023685,Very High,343185404,1.261975433,14638915.02,384557.3366,358208876.3,99.69736273,Very High,0.003990732,3.10E-06,0.014979698,95.15780372,360703043.6,99.64109466,Very High,297.2389092,8.58E-05,62692809.24,48.5723949,Moderate,49,1
Mississippi ,1882,biloxi,30.39,-88.89,500," Gulfport, MS ",30.3674198,-89.0928155,650,50,100,970,8,7,harrison,Mississippi,MS,30.432087,-89.0179332,28,harrison,County,47,28047,C28047,208275,37329343811,3886799,994.6294983,168790837.4,97.20012727,Relatively High,100,96.90498298,Relatively High,100,142802164.7,126016845.6,1.440107302,16705244.7,80074.46178,0.003375812,6.91E-06,0.020601647,92.69575983,94.40025453,92.16999817,Very High,0.682926829,67.41000366,Relatively High,0.926829268,2.66417098,1.181990747,40,0.264876333,37329222090,208273.7039,2.42E+12,3886799,2.45E+12,599.8717969,0.012215502,9.48E-06,0.046023685,Very High,111925520.7,0.484620283,5621595.277,43901.59109,117591017.5,98.18417639,Relatively High,0.002998325,2.33E-06,0.011295051,93.99048854,139240062.5,98.25033647,Relatively High,209.3995808,0.000240067,37530903.59,33.34359572,Low,33,0
Southeast_Florida ,1880,miami,25.7599403,-80.1900622,600," West Palm Beach, FL ",26.7144532,-80.0549456,650,17,110,955,10,8,miami,Florida,FL,25.7599403,-80.1900622,12,Miami-Dade,County,86,12086,C12086,2698679,3.20E+11,960869503,2413.442013,1301109037,99.80909959,Very High,100,99.78334881,Very High,100,959496229.2,802495653.6,10.79630533,125237141.8,31763433.81,0.002511139,4.00E-06,0.033056969,86.84617765,89.34139357,90.06999969,Very High,0.850746269,37.11000061,Relatively Low,0.641791045,2.545964003,1.356033507,62,0.321119523,3.20E+11,2698638.632,3.13E+13,957966933.3,3.16E+13,2012.216045,0.007857425,9.48E-06,0.014778741,Relatively High,739709650.5,7.550028908,87580335.33,4451566.429,831741552.3,99.87029831,Very High,0.002314671,2.80E-06,0.004632852,92.82317337,1133826281,99.95513683,Very High,1118.186799,6.30E-06,132590714.1,38.85060547,Low,39,0
Cape_Lookout ,1879,cape lookout,34.62,-76.53,550," Wilmington, NC ",34.2103894,-77.8868117,600,46,115,950,9,10,carteret,North Carolina,NC,34.9019263,-76.5488232,37,carteret,County,31,37031,C37031,67625,17407547380,27270548,1343.842727,165620217.2,97.10467706,Relatively High,98,97.33828536,Relatively High,97,161073813.6,151902464.1,0.703789427,8163957.355,1007392.145,0.008726242,1.04E-05,0.036940664,99.93809966,99.84091632,40.06999969,Relatively Moderate,0.12,83.09999847,Very High,0.99,2.727071047,1.028225591,87,0.708654255,17407545928,67624.99732,7.84E+11,26854239.97,8.02E+11,564.5088611,0.018944604,9.48E-06,0.068037577,Very High,148502537.6,0.290552947,3370414.181,846764.2171,152719716,98.87591872,Relatively High,0.008530928,4.30E-06,0.031050502,99.91353221,157127009.1,98.56437865,Relatively High,50.32210886,0.000680222,12953559.99,43.35877025,Moderate,43,1
Louisiana ,1879,new orleans,29.9499831,-90.0700911,700," Baton Rouge, LA ",30.4514677,-91.1871466,700,43,120,945,12,9,orleans,Louisiana,LA,29.9508941,-90.0758356,22,orleans,Parish,71,22071,C22071,383606,58148869846,233932,353.3779692,160337596.5,96.97741012,Relatively High,93.75,96.93593315,Relatively High,92.1875,145193891,126561899.2,1.605621332,18625207.45,6784.375524,0.002176515,4.19E-06,0.029001486,84.98916744,85.077951,83.29000092,Very High,0.59375,99.40000153,Very High,0.96875,2.908354998,1.104299881,34,0.266190086,58134026493,383487.1875,4.45E+12,233932,4.51E+12,212.433338,0.007857425,9.48E-06,0.014778741,Relatively High,122459629.1,0.968042284,11229290.49,885.3058845,133689804.9,98.48681366,Relatively High,0.002105967,2.52E-06,0.003784458,91.52615651,147349034.5,98.42978914,Relatively High,1085.540224,0.000112094,164551485.7,45.28102018,Moderate,45,1
Indianola ,1877,indianola,28.529888,-96.5190078,650," Victoria, TX ",28.8052674,-97.0035982,650,84,130,940,15,13,indianola,Texas,TX,28.529888,-96.5190078,48,Calhoun,County,57,48057,C48057,20057,4802417498,36862885,1043.090792,27170284.65,85.14158447,Relatively Moderate,82.67716535,81.83225008,Relatively Low,81.1023622,20823944.94,18321744.54,0.167305465,1940743.395,561457.0113,0.003815109,8.34E-06,0.015230957,95.1098731,97.90009545,73.93000031,Relatively High,0.464566929,75.43000031,Relatively High,0.976377953,2.695156097,1.304761644,27,0.212617397,4802347733,20056.16024,2.33E+11,36639580.81,2.37E+11,715.2360535,0.018944604,9.48E-06,0.068037577,Very High,14735654.33,0.030363496,352216.5547,396550.2773,15484421.16,89.10505837,Relatively Moderate,0.003068383,1.51E-06,0.01075744,94.03372244,20419763.8,91.3414087,Relatively Moderate,19.22843165,0.004188064,4604026.356,42.38292358,Moderate,42,1
